"Year","Area_type","Area_code","Area_description","Maori_descent_code","Maori_descent_description","Census_usually_resident_population_count","Maori_descent_indicator_percent"
2018,"Statistical Area 2","342900","Oceanic Chatham Islands","Total stated","Total stated","C","C"
2018,"Statistical Area 2","343000","Chatham Islands","1","Maori descent","432"," 65.2"
2018,"Statistical Area 2","343000","Chatham Islands","2","No Maori descent","204"," 30.8"
2018,"Statistical Area 2","343000","Chatham Islands","4","Don't know","27","  4.1"
2018,"Statistical Area 2","343000","Chatham Islands","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","343000","Chatham Islands","9","Not stated","0",".."
2018,"Statistical Area 2","343000","Chatham Islands","Total","Total","663",".."
2018,"Statistical Area 2","343000","Chatham Islands","Total stated","Total stated","663","100.0"
2018,"Statistical Area 2","343100","Aviemore","1","Maori descent","54","  7.1"
2018,"Statistical Area 2","343100","Aviemore","2","No Maori descent","696"," 91.0"
2018,"Statistical Area 2","343100","Aviemore","4","Don't know","15","  2.0"
2018,"Statistical Area 2","343100","Aviemore","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","343100","Aviemore","9","Not stated","0",".."
2018,"Statistical Area 2","343100","Aviemore","Total","Total","765",".."
2018,"Statistical Area 2","343100","Aviemore","Total stated","Total stated","765","100.0"
2018,"Statistical Area 2","343200","Inland water Lake Ohau","1","Maori descent","C","C"
2018,"Statistical Area 2","343200","Inland water Lake Ohau","2","No Maori descent","C","C"
2018,"Statistical Area 2","343200","Inland water Lake Ohau","4","Don't know","C","C"
2018,"Statistical Area 2","343200","Inland water Lake Ohau","7","Response unidentifiable","C",".."
2018,"Statistical Area 2","343200","Inland water Lake Ohau","9","Not stated","C",".."
2018,"Statistical Area 2","343200","Inland water Lake Ohau","Total","Total","0",".."
2018,"Statistical Area 2","343200","Inland water Lake Ohau","Total stated","Total stated","C","C"
2018,"Statistical Area 2","343300","Danseys Pass","1","Maori descent","99"," 10.0"
2018,"Statistical Area 2","343300","Danseys Pass","2","No Maori descent","840"," 85.1"
2018,"Statistical Area 2","343300","Danseys Pass","4","Don't know","45","  4.6"
2018,"Statistical Area 2","343300","Danseys Pass","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","343300","Danseys Pass","9","Not stated","0",".."
2018,"Statistical Area 2","343300","Danseys Pass","Total","Total","987",".."
2018,"Statistical Area 2","343300","Danseys Pass","Total stated","Total stated","987","100.0"
2018,"Statistical Area 2","343400","Ngapara","1","Maori descent","162","  9.0"
2018,"Statistical Area 2","343400","Ngapara","2","No Maori descent","1596"," 88.4"
2018,"Statistical Area 2","343400","Ngapara","4","Don't know","45","  2.5"
2018,"Statistical Area 2","343400","Ngapara","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","343400","Ngapara","9","Not stated","0",".."
2018,"Statistical Area 2","343400","Ngapara","Total","Total","1806",".."
2018,"Statistical Area 2","343400","Ngapara","Total stated","Total stated","1806","100.0"
2018,"Statistical Area 2","343500","Lower Waitaki","1","Maori descent","132","  9.5"
2018,"Statistical Area 2","343500","Lower Waitaki","2","No Maori descent","1239"," 89.2"
2018,"Statistical Area 2","343500","Lower Waitaki","4","Don't know","21","  1.5"
2018,"Statistical Area 2","343500","Lower Waitaki","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","343500","Lower Waitaki","9","Not stated","0",".."
2018,"Statistical Area 2","343500","Lower Waitaki","Total","Total","1389",".."
2018,"Statistical Area 2","343500","Lower Waitaki","Total stated","Total stated","1389","100.0"
2018,"Statistical Area 2","343600","Waihemo","1","Maori descent","174"," 13.0"
2018,"Statistical Area 2","343600","Waihemo","2","No Maori descent","1131"," 84.3"
2018,"Statistical Area 2","343600","Waihemo","4","Don't know","36","  2.7"
2018,"Statistical Area 2","343600","Waihemo","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","343600","Waihemo","9","Not stated","0",".."
2018,"Statistical Area 2","343600","Waihemo","Total","Total","1341",".."
2018,"Statistical Area 2","343600","Waihemo","Total stated","Total stated","1341","100.0"
2018,"Statistical Area 2","343700","Maheno","1","Maori descent","177","  9.0"
2018,"Statistical Area 2","343700","Maheno","2","No Maori descent","1749"," 88.9"
2018,"Statistical Area 2","343700","Maheno","4","Don't know","42","  2.1"
2018,"Statistical Area 2","343700","Maheno","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","343700","Maheno","9","Not stated","0",".."
2018,"Statistical Area 2","343700","Maheno","Total","Total","1968",".."
2018,"Statistical Area 2","343700","Maheno","Total stated","Total stated","1968","100.0"
2018,"Statistical Area 2","343800","Weston","1","Maori descent","87","  8.3"
2018,"Statistical Area 2","343800","Weston","2","No Maori descent","915"," 87.1"
2018,"Statistical Area 2","343800","Weston","4","Don't know","45","  4.3"
2018,"Statistical Area 2","343800","Weston","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","343800","Weston","9","Not stated","0",".."
2018,"Statistical Area 2","343800","Weston","Total","Total","1050",".."
2018,"Statistical Area 2","343800","Weston","Total stated","Total stated","1050","100.0"
2018,"Statistical Area 2","343900","Oamaru North Milner Park","1","Maori descent","297"," 11.7"
2018,"Statistical Area 2","343900","Oamaru North Milner Park","2","No Maori descent","2160"," 85.4"
2018,"Statistical Area 2","343900","Oamaru North Milner Park","4","Don't know","72","  2.8"
2018,"Statistical Area 2","343900","Oamaru North Milner Park","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","343900","Oamaru North Milner Park","9","Not stated","0",".."
2018,"Statistical Area 2","343900","Oamaru North Milner Park","Total","Total","2529",".."
2018,"Statistical Area 2","343900","Oamaru North Milner Park","Total stated","Total stated","2529","100.0"
2018,"Statistical Area 2","344000","Oamaru North Orana Park","1","Maori descent","294"," 10.1"
2018,"Statistical Area 2","344000","Oamaru North Orana Park","2","No Maori descent","2547"," 87.6"
2018,"Statistical Area 2","344000","Oamaru North Orana Park","4","Don't know","63","  2.2"
2018,"Statistical Area 2","344000","Oamaru North Orana Park","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","344000","Oamaru North Orana Park","9","Not stated","0",".."
2018,"Statistical Area 2","344000","Oamaru North Orana Park","Total","Total","2907",".."
2018,"Statistical Area 2","344000","Oamaru North Orana Park","Total stated","Total stated","2907","100.0"
2018,"Statistical Area 2","344100","Oamaru Gardens","1","Maori descent","111","  9.4"
2018,"Statistical Area 2","344100","Oamaru Gardens","2","No Maori descent","1029"," 87.3"
2018,"Statistical Area 2","344100","Oamaru Gardens","4","Don't know","39","  3.3"
2018,"Statistical Area 2","344100","Oamaru Gardens","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","344100","Oamaru Gardens","9","Not stated","0",".."
2018,"Statistical Area 2","344100","Oamaru Gardens","Total","Total","1179",".."
2018,"Statistical Area 2","344100","Oamaru Gardens","Total stated","Total stated","1179","100.0"
2018,"Statistical Area 2","344200","Glen Warren","1","Maori descent","150","  9.2"
2018,"Statistical Area 2","344200","Glen Warren","2","No Maori descent","1422"," 87.1"
2018,"Statistical Area 2","344200","Glen Warren","4","Don't know","54","  3.3"
2018,"Statistical Area 2","344200","Glen Warren","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","344200","Glen Warren","9","Not stated","0",".."
2018,"Statistical Area 2","344200","Glen Warren","Total","Total","1632",".."
2018,"Statistical Area 2","344200","Glen Warren","Total stated","Total stated","1632","100.0"
2018,"Statistical Area 2","344300","Holmes Hill","1","Maori descent","105","  7.9"
2018,"Statistical Area 2","344300","Holmes Hill","2","No Maori descent","1200"," 90.1"
2018,"Statistical Area 2","344300","Holmes Hill","4","Don't know","27","  2.0"
2018,"Statistical Area 2","344300","Holmes Hill","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","344300","Holmes Hill","9","Not stated","0",".."
2018,"Statistical Area 2","344300","Holmes Hill","Total","Total","1332",".."
2018,"Statistical Area 2","344300","Holmes Hill","Total stated","Total stated","1332","100.0"
2018,"Statistical Area 2","344400","Oamaru Central","1","Maori descent","24","  8.2"
2018,"Statistical Area 2","344400","Oamaru Central","2","No Maori descent","264"," 89.8"
2018,"Statistical Area 2","344400","Oamaru Central","4","Don't know","6","  2.0"
2018,"Statistical Area 2","344400","Oamaru Central","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","344400","Oamaru Central","9","Not stated","0",".."
2018,"Statistical Area 2","344400","Oamaru Central","Total","Total","294",".."
2018,"Statistical Area 2","344400","Oamaru Central","Total stated","Total stated","294","100.0"
2018,"Statistical Area 2","344500","South Hill","1","Maori descent","243"," 11.1"
2018,"Statistical Area 2","344500","South Hill","2","No Maori descent","1881"," 86.1"
2018,"Statistical Area 2","344500","South Hill","4","Don't know","60","  2.7"
2018,"Statistical Area 2","344500","South Hill","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","344500","South Hill","9","Not stated","0",".."
2018,"Statistical Area 2","344500","South Hill","Total","Total","2184",".."
2018,"Statistical Area 2","344500","South Hill","Total stated","Total stated","2184","100.0"
2018,"Statistical Area 2","344600","Inlet Port Oamaru","1","Maori descent","C","C"
2018,"Statistical Area 2","344600","Inlet Port Oamaru","2","No Maori descent","C","C"
2018,"Statistical Area 2","344600","Inlet Port Oamaru","4","Don't know","C","C"
2018,"Statistical Area 2","344600","Inlet Port Oamaru","7","Response unidentifiable","C",".."
2018,"Statistical Area 2","344600","Inlet Port Oamaru","9","Not stated","C",".."
2018,"Statistical Area 2","344600","Inlet Port Oamaru","Total","Total","0",".."
2018,"Statistical Area 2","344600","Inlet Port Oamaru","Total stated","Total stated","C","C"
2018,"Statistical Area 2","344700","Palmerston","1","Maori descent","159"," 16.8"
2018,"Statistical Area 2","344700","Palmerston","2","No Maori descent","753"," 79.4"
2018,"Statistical Area 2","344700","Palmerston","4","Don't know","36","  3.8"
2018,"Statistical Area 2","344700","Palmerston","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","344700","Palmerston","9","Not stated","0",".."
2018,"Statistical Area 2","344700","Palmerston","Total","Total","948",".."
2018,"Statistical Area 2","344700","Palmerston","Total stated","Total stated","948","100.0"
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","1","Maori descent","186","  7.8"
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","2","No Maori descent","2139"," 89.5"
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","4","Don't know","66","  2.8"
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","9","Not stated","0",".."
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","Total","Total","2391",".."
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","Total stated","Total stated","2391","100.0"
2018,"Statistical Area 2","344900","Cromwell West","1","Maori descent","366"," 12.0"
2018,"Statistical Area 2","344900","Cromwell West","2","No Maori descent","2610"," 85.6"
2018,"Statistical Area 2","344900","Cromwell West","4","Don't know","72","  2.4"
2018,"Statistical Area 2","344900","Cromwell West","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","344900","Cromwell West","9","Not stated","0",".."
2018,"Statistical Area 2","344900","Cromwell West","Total","Total","3048",".."
2018,"Statistical Area 2","344900","Cromwell West","Total stated","Total stated","3048","100.0"
2018,"Statistical Area 2","345000","Cromwell East","1","Maori descent","288"," 11.2"
2018,"Statistical Area 2","345000","Cromwell East","2","No Maori descent","2202"," 85.9"
2018,"Statistical Area 2","345000","Cromwell East","4","Don't know","69","  2.7"
2018,"Statistical Area 2","345000","Cromwell East","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","345000","Cromwell East","9","Not stated","0",".."
2018,"Statistical Area 2","345000","Cromwell East","Total","Total","2562",".."
2018,"Statistical Area 2","345000","Cromwell East","Total stated","Total stated","2562","100.0"
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","1","Maori descent","102","  9.1"
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","2","No Maori descent","1002"," 89.5"
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","4","Don't know","15","  1.3"
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","9","Not stated","0",".."
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","Total","Total","1119",".."
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","Total stated","Total stated","1119","100.0"
2018,"Statistical Area 2","345200","Earnscleugh","1","Maori descent","54","  7.7"
2018,"Statistical Area 2","345200","Earnscleugh","2","No Maori descent","633"," 90.6"
2018,"Statistical Area 2","345200","Earnscleugh","4","Don't know","15","  2.1"
2018,"Statistical Area 2","345200","Earnscleugh","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","345200","Earnscleugh","9","Not stated","0",".."
2018,"Statistical Area 2","345200","Earnscleugh","Total","Total","699",".."
2018,"Statistical Area 2","345200","Earnscleugh","Total stated","Total stated","699","100.0"
2018,"Statistical Area 2","345300","Dunstan-Galloway","1","Maori descent","135","  8.0"
2018,"Statistical Area 2","345300","Dunstan-Galloway","2","No Maori descent","1539"," 90.8"
2018,"Statistical Area 2","345300","Dunstan-Galloway","4","Don't know","21","  1.2"
2018,"Statistical Area 2","345300","Dunstan-Galloway","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","345300","Dunstan-Galloway","9","Not stated","0",".."
2018,"Statistical Area 2","345300","Dunstan-Galloway","Total","Total","1695",".."
2018,"Statistical Area 2","345300","Dunstan-Galloway","Total stated","Total stated","1695","100.0"
2018,"Statistical Area 2","345400","Clyde","1","Maori descent","99","  8.5"
2018,"Statistical Area 2","345400","Clyde","2","No Maori descent","1023"," 88.1"
2018,"Statistical Area 2","345400","Clyde","4","Don't know","36","  3.1"
